nctid	race	count
NCT02021669	black or african american	48.0
NCT02021669	white	89.0
NCT02021773	black or african american	30.0
NCT02021773	white	219.0
NCT02021955	black or african american	22.0
NCT02021955	white	286.0
NCT02022007	black or african american	10.0
NCT02022007	white	28.0
NCT02022657	black/african american	8.0
NCT02022657	white	26.0
NCT02023151	black or african american	5.0
NCT02023151	white	8.0
NCT02023242	black or african descent	4.0
NCT02023242	caucasian/white european	98.0
NCT02023697	black or african american	13.0
NCT02023697	white	314.0
NCT02023866	black of african american	0.0
NCT02023866	white	28.0
NCT02023879	black or african american	5.0
NCT02023879	white	219.0
NCT02023944	black or african american	0.0
NCT02023944	white	49.0
NCT02024204	nh-black	15.0
NCT02024204	nh-white	11.0
NCT02024477	african american	28.0
NCT02024477	white	11.0
NCT02024555	black or african american	28.0
NCT02024555	white	68.0
NCT02024607	black	43.0
NCT02024607	white	426.0
NCT02024724	african american	8.0
NCT02024750	non-hispanic, whiterace/ethnicity	179.0
NCT02024750	not non-hispanic, whiterace/ethnicity	34.0
NCT02024867	black or african american	122.0
NCT02024867	white	104.0
NCT02025179	black or african american	13.0
NCT02025179	white	10.0
NCT02025556	black or african american	50.0
NCT02025556	white	233.0
NCT02025621	black	44.0
NCT02025621	white/caucasian	760.0
NCT02025647	african american	15.0
NCT02025647	white	117.0
NCT02025725	black or african american	57.0
NCT02025725	white	141.0
NCT02025751	black or african american	9.0
NCT02025751	white	41.0
NCT02025985	whiterace	113.0
NCT02026063	black or african americanrace	2.0
NCT02026063	whiterace	115.0
NCT02027025	black or african american	16.0
NCT02027025	white	124.0
NCT02027376	black or african american	0.0
NCT02027376	white	12.0
NCT02027428	black or african american	11.0
NCT02027428	white	187.0
NCT02027545	black or african american	26.0
NCT02027545	white	374.0
NCT02027558	black or african american	31.0
NCT02027558	white	69.0
NCT02027623	black or african american	23.0
NCT02027623	white	110.0
NCT02027701	black or african american	0.0
NCT02027701	white	70.0
NCT02027883	black or african american	0.0
NCT02027883	white	100.0
NCT02028247	black or african american	11.0
NCT02028247	white	128.0
NCT02028871	black or african american	2.0
NCT02028871	white	13.0
NCT02029755	black or african american	0.0
NCT02029755	white	0.0
NCT02029872	black or african american	13.0
NCT02029872	white	3.0
NCT02029976	blackadult/parent participants	17.0
NCT02029976	blackchild participants	28.0
NCT02029976	whiteadult/parent participants	76.0
NCT02029976	whitechild participants	49.0
NCT02029989	black or african american	5.0
NCT02029989	white	104.0
NCT02030002	black or african american	0.0
NCT02030002	white	0.0
NCT02030080	african american non-hispanic	58.0
NCT02030080	white non-hispanic	192.0
NCT02030119	african american non-hispanic	61.0
NCT02030119	white non-hispanic	179.0
NCT02030288	african american	33.0
NCT02030288	white	120.0
NCT02030821	black or african american	46.0
NCT02030821	white	183.0
NCT02030834	black or african american	0.0
NCT02030834	white	60.0
NCT02030938	black or african american	0.0
NCT02030938	white	30.0
NCT02031146	black or african american	10.0
NCT02031146	white	71.0
NCT02031432	white	76.0
NCT02031627	black or african american	1.0
NCT02031627	white	20.0
NCT02031640	black or african american	99.0
NCT02031640	white	415.0
NCT02031679	black or african american	8.0
NCT02031679	white	10.0
NCT02032433	black or african american	57.0
NCT02032433	white	421.0
NCT02032550	black or african american	102.0
NCT02032550	white	601.0
NCT02032680	black or african american	11.0
NCT02032680	white	18.0
NCT02033083	african-american or black	87.0
NCT02033083	white	24.0
NCT02033174	black or african american	0.0
NCT02033174	white	16.0
NCT02033200	black or african american	7.0
NCT02033200	white	68.0
NCT02033369	black or african american	10.0
NCT02033369	white	22.0
NCT02033382	black or african american	3.0
NCT02033382	white	2.0
NCT02033499	black or african american	148.0
NCT02033499	white	279.0
NCT02033694	african american	158.0
NCT02033876	black or african american	0.0
NCT02033876	white	24.0
NCT02033889	black or african american	64.0
NCT02033889	white	411.0
NCT02034058	african american or blackrace/ethnicity	30.0
NCT02034175	black or african american	10.0
NCT02034175	white	146.0
NCT02034409	black or african american	10.0
NCT02034409	white	100.0
NCT02034435	black or african american	4.0
NCT02034435	white	39.0
NCT02034474	black or african american	18.0
NCT02034474	white	14.0
NCT02034552	black or african american	10.0
NCT02034552	white	52.0
NCT02035202	black or african american	43.0
NCT02035202	white	168.0
NCT02035267	black or african american	10.0
NCT02035267	white	79.0
NCT02035553	black or african americanrace	4.0
NCT02035553	whiterace	173.0
NCT02036294	black or african american	38.0
NCT02036294	white	198.0
NCT02036320	black or african american	0.0
NCT02036320	white	0.0
NCT02036645	black or african american	3.0
NCT02036645	white	67.0
NCT02036853	black or african american	0.0
NCT02036853	white	20.0
NCT02036970	black or african americanpart 1: 16-week double-blind, randomized, placebo-controlled treatment period (day 1 to week 16)	31.0
NCT02036970	black or african americanpart 2: open-label extension period (week 16 and onwards)	23.0
NCT02036970	whitepart 1: 16-week double-blind, randomized, placebo-controlled treatment period (day 1 to week 16)	130.0
NCT02036970	whitepart 2: open-label extension period (week 16 and onwards)	111.0
NCT02037230	black or african american	2.0
NCT02037230	white	32.0
NCT02037256	black or african american	4.0
NCT02037256	white	16.0
NCT02037295	black or african american	5.0
NCT02037295	white	6.0
NCT02037438	black or african american	55.0
NCT02037438	white	1284.0
NCT02037555	black or african american	9.0
NCT02037555	white	383.0
NCT02037568	black or african american	2.0
NCT02037568	white	130.0
NCT02037893	black or african american	12.0
NCT02037893	white	94.0
NCT02037984	black or african american	33.0
NCT02037984	white	280.0
NCT02038010	black or african american	0.0
NCT02038010	white	17.0
NCT02038075	black or african american	20.0
NCT02038075	white	110.0
NCT02038179	black or african american	40.0
NCT02038179	white	52.0
NCT02038569	black or african american	2.0
NCT02038569	white	97.0
NCT02038647	black or african american	5.0
NCT02038647	white	166.0
NCT02038790	white	33.0
NCT02038881	black/african american	50.0
NCT02038881	white/caucasian	34.0
NCT02038894	african american	8.0
NCT02038907	white	414.0
NCT02038933	black or african american	5.0
NCT02038933	white	102.0
NCT02038946	black or african american	1.0
NCT02038946	white	87.0
NCT02039375	black or african american	22.0
NCT02039375	white	13.0
NCT02039414	black or african american	21.0
NCT02039414	white	17.0
NCT02039687	black or african american	1.0
NCT02039687	white	61.0
NCT02039726	black or african american	12.0
NCT02039726	white	277.0
NCT02039817	black or african american	0.0
NCT02039817	white	16.0
NCT02039856	black or african american	355.0
NCT02039856	white	1050.0
NCT02039908	black or african american	22.0
NCT02039908	white	237.0
NCT02039947	black or african american	0.0
NCT02039947	white	125.0
NCT02040090	black or african american	4.0
NCT02040090	white	110.0
NCT02040428	black or african american	4.0
NCT02040428	white/caucasian	128.0
NCT02040532	black or african american	10.0
NCT02040532	white	16.0
NCT02040766	black or african american	195.0
NCT02040766	white	348.0
NCT02040779	black or african american	44.0
NCT02040779	white	209.0
NCT02040805	black/african americanrace/ethnicity characteristics	23.0
NCT02040805	whiterace/ethnicity characteristics	190.0
NCT02040844	black	4.0
NCT02040857	black or african american	7.0
NCT02040857	white	144.0
NCT02041286	black or african american	10.0
NCT02041286	white	118.0
NCT02041377	black or african american	11.0
NCT02041377	white	108.0
NCT02041429	black or african american	0.0
NCT02041429	white	19.0
NCT02041923	black	108.0
NCT02041923	black or african americanrace	108.0
NCT02041923	whiterace	90.0
NCT02041962	white	193.0
NCT02042131	black or african american	15.0
NCT02042131	white	65.0
NCT02042183	black or african american	106.0
NCT02042183	white	446.0
NCT02042404	black or african american	2.0
NCT02042404	white	43.0
NCT02042443	black or african american	7.0
NCT02042443	white	31.0
NCT02043015	black african	89.0
NCT02043015	white	4.0
NCT02043379	black or african american	10.0
NCT02043379	white	40.0
NCT02043548	black or african american	6.0
NCT02043548	white	26.0
NCT02043574	black or african american	29.0
NCT02043574	white	21.0
NCT02043704	black or african american	0.0
NCT02043704	white	90.0
NCT02044094	black or african american	12.0
NCT02044094	white	25.0
NCT02044419	black or african american	9.0
NCT02044419	white	18.0
NCT02044458	african-american non-hispanic	79.0
NCT02044458	white non-hispanic	23.0
NCT02044796	black or african american	7.0
NCT02044796	white	164.0
NCT02045303	black	2.0
NCT02045303	white	4.0
NCT02045511	african american or other	9.0
NCT02045797	black or african american	3.0
NCT02045797	white	115.0
NCT02045836	african heritage / african american	21.0
NCT02045836	white - arabic / north african heritage	2.0
NCT02045836	white - caucasian / european heritage	814.0
NCT02045862	black or african american	36.0
NCT02045862	white	1597.0
NCT02046005	non-white	31.0
NCT02046005	white	207.0
NCT02046070	black or african american	1.0
NCT02046070	white	143.0
NCT02046096	asian/white	1.0
NCT02046096	black	57.0
NCT02046096	black/hispanic or latino	2.0
NCT02046096	hispanic or latino/white	1.0
NCT02046096	white	364.0
NCT02046122	black or african american	3.0
NCT02046122	white	15.0
NCT02046174	african american	4.0
NCT02046174	white	33.0
NCT02046265	black or african american	34.0
NCT02046265	white	17.0
NCT02046369	black or african american	36.0
NCT02046369	white	260.0
NCT02046382	african americanrace	40.0
NCT02046382	whiterace	60.0
NCT02046525	non-white race	1.0
NCT02046902	black or african american	116.0
NCT02046902	white	457.0
NCT02046941	black or african american	1.0
NCT02046941	white	9.0
NCT02046993	black or african american	0.0
NCT02046993	white	0.0
NCT02047253	black or african american	6.0
NCT02047253	white	22.0
NCT02047318	black or african american	1.0
NCT02047318	white	16.0
NCT02047344	black or african american	2.0
NCT02047344	white	19.0
NCT02047604	black or african american	6.0
NCT02047604	white	32.0
NCT02047734	black	18.0
NCT02047734	white	1291.0
NCT02047981	black or african american	190238.0
NCT02047981	white	0.0
NCT02048241	african american	3.0
NCT02048241	white	3.0
NCT02048878	black or african american	3.0
NCT02048878	white	25.0
NCT02049307	not hispanic - black	37.0
NCT02049307	not hispanic - white	60.0
NCT02049437	black or african american	16.0
NCT02049437	white	17.0
NCT02049476	black or african american	8.0
NCT02049476	white	12.0
NCT02049502	black or african american	0.0
NCT02049502	white	8.0
NCT02049749	black or african american	157.0
NCT02049749	white	68.0
NCT02049944	black or african american	3.0
NCT02049944	white	5.0
NCT02049957	black or african american	7.0
NCT02049957	white	98.0
NCT02050308	black or african american	0.0
NCT02050308	white	0.0
NCT02050334	black or african american	3.0
NCT02050334	white	15.0
NCT02050841	black or african american	14.0
NCT02050841	white	34.0
NCT02050919	black or african american	0.0
NCT02050919	white	18.0
NCT02051309	black or african american	24.0
NCT02051309	white	88.0
NCT02051335	black or african american	6.0
NCT02051335	white	15.0
NCT02051452	black or african american	0.0
NCT02051452	white	32.0
NCT02051816	black or african american	19.0
NCT02051816	white	125.0
NCT02052011	black or african american	9.0
NCT02052011	white	22.0
NCT02052310	black/african americanrace	94.0
NCT02052310	whiterace	815.0
NCT02052544	african american	6.0
NCT02052596	african heritage/african americangeographic ancestry	94.0
NCT02052596	white - arabic/north african heritagegeographic ancestry	3.0
NCT02052596	white - caucasian/european heritagegeographic ancestry	721.0
NCT02053376	black or african american	3.0
NCT02053376	white	40.0
NCT02053753	black (or african american)	48.0
NCT02053753	white	81.0
NCT02054130	black or african american	19.0
NCT02054130	white	504.0
NCT02054156	black or african-americanrace	10.0
NCT02054156	whiterace	194.0
NCT02054572	black (or african american)	5.0
NCT02054572	white	1.0
NCT02054715	black or african american	37.0
NCT02054715	white	372.0
NCT02054910	black or african american	2.0
NCT02054910	white	3.0
NCT02055053	black or african american	0.0
NCT02055053	white	0.0
NCT02055118	black or african americanrace	2.0
NCT02055118	whiterace	42.0
NCT02055157	black or african american	2.0
NCT02055157	white	24.0
NCT02055365	black or african american	1.0
NCT02055365	white	3.0
NCT02055547	black or african american	1.0
NCT02055547	white	60.0
NCT02055638	black or african american	60.0
NCT02055638	white	28.0
NCT02055820	black or african american	4.0
NCT02055820	white	187.0
NCT02056340	black/ african american	35.0
NCT02056340	white	74.0
NCT02056392	black or african american	25.0
NCT02056392	white	29.0
NCT02056431	black or african american	167.0
NCT02056431	white	718.0
NCT02056626	black or african american	10.0
NCT02056626	white	29.0
NCT02056834	black or african american	0.0
NCT02056834	white	0.0
NCT02057042	black	68.0
NCT02057042	white	234.0
NCT02057081	black or african american	56.0
NCT02057081	white	80.0
NCT02057198	black or african american	14.0
NCT02057198	white	17.0
NCT02057406	black	48.0
NCT02057406	white	58.0
NCT02057458	black or african american	0.0
NCT02057458	white	15.0
NCT02057575	black or african american	54.0
NCT02057575	white	236.0
NCT02057640	black or african american	0.0
NCT02057640	white	15.0
NCT02057718	black or african american	0.0
NCT02057718	white	26.0
NCT02057757	black or african american	0.0
NCT02057757	white	1.0
NCT02057939	black or african american	3.0
NCT02057939	white	34.0
NCT02058095	black or african american	0.0
NCT02058095	white	22.0
NCT02058147	black	78.0
NCT02058160	black	38.0
NCT02058251	black or african american	44.0
NCT02058251	white	26.0
